customer_id,age,annual_income,monthly_spending,purchase_frequency,avg_transaction_value,website_visits_monthly,avg_session_minutes,days_since_last_purchase,support_contacts_yearly,discount_usage_percent,loyalty_years,satisfaction_score
CUST-007420,41,50947.18,868.82,10,93.92,24,8.35,26,3,45.5,5.61,10.0
CUST-007421,49,63743.01,1074.8,6,114.9,26,7.82,34,1,24.69,3.09,9.2
CUST-007422,45,59145.66,849.07,7,113.6,11,10.54,38,2,19.21,4.46,6.27
CUST-007423,30,69943.39,432.7,8,131.67,26,3.95,21,1,40.95,2.22,9.72
CUST-007424,40,117032.84,2958.35,17,169.11,16,12.21,0,1,21.68,6.06,8.05
CUST-007425,21,71018.94,1403.83,10,58.04,40,12.15,4,4,79.58,2.51,6.99
CUST-007426,55,49574.41,764.58,12,107.46,18,9.33,59,1,46.74,0.83,7.79
CUST-007427,64,63885.83,469.74,5,78.74,11,10.98,62,6,29.67,5.77,3.35
CUST-007428,32,61590.03,1132.46,7,91.9,13,15.23,37,2,35.2,0.08,6.5
CUST-007429,22,45911.7,1596.36,12,56.28,36,17.07,12,3,73.88,0.18,8.44
CUST-007430,48,58938.2,322.27,1,123.13,11,8.64,83,2,34.63,5.3,4.75
CUST-007431,49,44606.04,465.62,5,95.69,1,4.4,51,7,40.56,6.63,4.29
CUST-007432,38,50134.53,1193.08,14,28.55,39,16.99,6,2,62.31,1.37,7.46
CUST-007433,27,22778.27,1091.22,13,83.13,47,15.17,0,4,69.61,3.67,4.72
CUST-007434,37,67998.45,769.49,11,83.12,24,7.75,30,1,30.45,7.15,6.81
CUST-007435,42,77157.37,729.81,10,102.21,7,11.74,55,3,39.04,2.98,7.77
CUST-007436,55,89273.96,1259.81,12,156.22,22,11.56,9,0,19.94,6.34,7.92
CUST-007437,42,54956.31,1180.13,7,106.73,23,6.83,36,1,60.24,3.12,6.34
CUST-007438,57,161159.09,2921.99,15,140.62,25,18.2,18,1,12.96,7.56,7.51
CUST-007439,44,74098.79,993.41,8,83.16,17,6.22,34,3,18.23,2.43,7.32
CUST-007440,50,49492.91,490.9,4,112.93,10,10.35,67,5,0.45,2.51,6.46
CUST-007441,55,54864.26,405.78,1,70.8,7,8.93,73,4,27.03,3.69,7.28
CUST-007442,53,71281.38,390.54,3,92.16,8,1.0,70,3,27.11,4.31,4.09
CUST-007443,27,55831.71,1200.69,12,32.31,36,18.92,29,0,83.57,3.08,6.85
CUST-007444,36,72200.96,925.76,5,131.76,17,13.27,30,4,53.25,3.24,8.92
CUST-007445,35,44327.1,809.07,11,120.34,16,11.67,13,2,37.48,4.42,7.51
CUST-007446,18,41552.73,1180.6,10,56.58,40,13.27,0,2,85.88,4.17,5.3
CUST-007447,26,55453.75,1672.82,11,94.71,33,20.91,9,3,50.6,3.51,7.39
CUST-007448,50,105716.13,2306.06,17,159.59,28,16.62,5,1,0.0,6.62,8.33
CUST-007449,50,129640.1,2801.22,18,175.68,19,16.6,0,0,16.92,4.93,8.18
CUST-007450,35,103508.52,1748.68,17,178.77,18,9.04,3,1,27.08,4.44,9.45
CUST-007451,38,56215.4,647.98,7,78.54,15,12.25,50,2,37.72,4.4,9.25
CUST-007452,48,96710.19,2478.11,13,217.25,26,16.01,1,2,16.47,3.7,7.31
CUST-007453,50,164488.91,3114.4,17,212.68,21,14.75,0,1,9.78,8.6,6.46
CUST-007454,22,60740.46,1518.49,13,97.92,40,25.04,17,4,61.96,2.15,5.61
CUST-007455,57,59652.78,446.48,6,129.48,14,1.59,80,5,39.46,4.66,5.9
CUST-007456,42,143246.07,2651.45,20,146.65,25,13.27,0,2,31.66,5.68,8.53
CUST-007457,24,59452.19,780.89,9,104.59,41,19.88,17,4,68.57,1.36,8.95
CUST-007458,58,51337.73,409.13,1,131.01,2,5.04,75,2,24.31,5.08,5.1
CUST-007459,39,68879.87,1133.29,9,69.83,12,7.04,10,0,37.59,2.88,8.19
CUST-007460,39,29125.91,1770.11,14,99.23,41,17.53,0,3,33.74,5.1,6.28
CUST-007461,50,86553.81,3288.17,16,203.52,30,7.92,7,0,6.44,8.45,8.46
CUST-007462,32,46308.05,1288.47,12,113.16,40,13.47,17,3,73.88,1.89,7.22
CUST-007463,46,75759.22,908.9,8,153.15,18,1.0,12,2,43.38,6.39,5.82
CUST-007464,49,57905.95,387.04,3,88.67,9,9.97,67,4,31.77,5.17,8.24
CUST-007465,53,61035.11,363.9,2,70.53,8,1.12,70,5,35.72,4.77,7.76
CUST-007466,36,79816.23,765.51,9,90.61,17,12.81,19,4,33.42,2.76,8.99
CUST-007467,36,40749.35,559.5,9,87.13,14,7.97,40,3,42.5,4.88,7.15
CUST-007468,35,48903.79,976.9,7,131.33,14,10.65,45,5,33.24,5.18,5.82
CUST-007469,21,48902.12,1460.78,12,63.51,34,20.38,15,3,71.52,2.98,6.99
CUST-007470,33,50896.13,738.84,14,89.9,38,15.01,10,3,40.71,1.93,6.84
CUST-007471,45,58728.73,846.96,8,65.75,12,9.32,8,2,25.96,2.42,8.04
CUST-007472,44,49497.51,262.54,2,44.18,7,8.07,66,4,17.68,3.81,6.25
CUST-007473,41,94927.57,1389.82,14,159.04,16,12.46,13,0,17.16,5.97,9.89
CUST-007474,34,130691.27,2754.58,14,171.71,25,16.18,12,0,18.24,8.22,10.0
CUST-007475,41,149135.1,2652.24,12,213.68,20,15.35,0,2,20.75,5.82,7.6
CUST-007476,42,98773.88,1654.6,13,224.54,22,13.65,2,2,27.56,5.97,7.62
CUST-007477,38,97395.52,2894.47,15,153.15,20,16.66,4,2,21.43,7.16,7.93
CUST-007478,52,66994.0,860.73,6,89.23,21,11.27,47,2,41.39,0.0,8.06
CUST-007479,55,144533.61,1182.81,12,188.85,25,8.5,15,1,7.34,5.17,7.67
CUST-007480,48,38479.96,579.59,6,122.09,6,2.35,49,5,23.33,8.09,5.84
CUST-007481,48,95077.69,3623.96,11,174.4,20,15.6,10,0,20.6,9.22,8.82
CUST-007482,60,65073.18,383.99,7,93.81,7,10.85,67,5,6.98,2.47,6.8
CUST-007483,25,54114.17,1632.96,11,146.12,33,19.15,28,3,76.16,0.84,6.65
CUST-007484,33,53869.27,894.76,14,71.95,34,21.86,12,3,74.0,3.09,6.97
CUST-007485,42,53290.02,938.7,9,135.15,21,7.07,38,1,38.2,6.13,8.81
CUST-007486,34,58010.46,1363.22,12,115.77,26,19.66,9,3,96.07,3.17,6.41
CUST-007487,28,52959.99,1086.49,7,106.95,14,6.19,47,2,40.17,7.3,7.32
CUST-007488,38,62663.27,631.86,8,108.71,14,12.24,27,2,39.32,4.77,7.25
CUST-007489,30,52618.78,841.15,9,120.16,22,9.18,57,3,26.56,3.76,7.02
CUST-007490,47,68400.32,1037.0,4,90.85,10,9.28,13,1,19.97,4.29,9.31
CUST-007491,61,65181.79,607.59,5,107.33,1,7.96,64,4,37.26,4.65,5.9
CUST-007492,42,43684.69,421.1,1,136.37,6,6.01,52,3,23.92,1.36,6.12
CUST-007493,39,47758.64,1272.98,13,63.95,38,18.3,20,2,67.65,1.0,6.65
CUST-007494,44,37050.12,1097.1,9,142.54,3,11.53,13,3,44.54,7.24,7.89
CUST-007495,38,49862.59,457.43,3,67.36,10,12.63,71,5,31.78,3.45,4.43
CUST-007496,32,49811.32,1144.58,13,58.29,38,18.05,6,2,52.39,5.75,5.85
CUST-007497,49,131444.97,3243.26,20,141.41,24,10.06,13,0,18.62,5.17,7.3
CUST-007498,40,90101.72,2786.21,15,178.14,16,13.53,5,3,41.81,7.77,9.24
CUST-007499,27,50657.85,1150.57,13,76.45,39,19.38,15,3,88.98,1.87,7.77
CUST-007500,40,70566.13,1090.23,10,130.75,21,6.22,13,4,24.19,4.36,8.72
CUST-007501,46,104666.59,1954.63,17,179.12,32,14.34,28,2,28.3,5.48,9.98
CUST-007502,24,45638.58,1081.34,14,67.38,30,26.77,0,5,81.02,3.15,6.84
CUST-007503,32,64999.76,1153.91,10,113.73,23,11.52,24,3,34.83,1.51,9.88
CUST-007504,53,61932.07,3170.68,19,197.83,31,14.92,3,2,36.45,9.45,7.47
CUST-007505,60,108339.81,2548.33,16,227.54,17,12.04,19,1,20.02,9.12,7.23
CUST-007506,27,73397.83,1026.51,14,78.92,29,15.44,4,4,59.21,4.49,6.42
CUST-007507,60,59693.68,434.92,5,102.94,11,1.0,57,3,15.55,5.72,5.93
CUST-007508,69,63596.1,373.71,4,119.34,11,5.77,60,4,16.95,6.58,6.7
CUST-007509,26,50587.86,1339.82,13,67.71,35,20.44,20,4,70.72,0.0,7.21
CUST-007510,30,43115.3,764.51,10,65.64,38,20.55,32,2,75.53,2.62,8.18
CUST-007511,42,59961.01,1478.48,13,89.45,39,17.17,1,1,49.11,1.58,7.01
CUST-007512,52,117231.82,3043.5,16,200.65,27,11.17,25,1,17.04,7.02,9.13
CUST-007513,56,52915.17,1107.89,12,144.26,12,12.67,28,1,22.26,1.6,7.62
CUST-007514,32,48993.43,1001.42,11,93.84,42,18.16,4,2,75.91,0.63,7.57
CUST-007515,28,46321.95,1557.11,13,66.29,31,12.24,15,3,87.58,2.74,7.54
CUST-007516,44,100903.28,3033.75,15,153.25,31,12.2,0,3,10.5,6.24,9.85
CUST-007517,71,56250.4,575.58,3,72.97,2,9.26,77,4,19.37,4.34,6.25
CUST-007518,22,37499.41,1129.35,13,78.82,46,22.95,18,2,73.08,1.24,4.22
CUST-007519,62,91101.19,3753.35,16,207.63,32,15.78,14,1,20.72,4.66,7.83
CUST-007520,27,57546.24,612.71,9,55.47,14,9.69,28,0,51.49,3.99,7.03
CUST-007521,33,60478.26,589.78,8,65.85,12,7.88,16,1,27.94,3.99,8.5
CUST-007522,59,135715.0,3391.15,18,173.41,22,18.39,10,0,24.45,10.0,9.37
CUST-007523,46,139377.47,2001.4,17,168.07,21,10.67,12,1,30.23,5.2,10.0
CUST-007524,44,66242.28,1060.87,5,161.65,12,11.93,31,2,44.27,3.74,7.9
CUST-007525,48,62406.76,961.66,7,87.68,20,6.63,43,1,35.36,5.16,8.66
CUST-007526,44,85291.58,580.07,3,72.05,7,5.19,18,1,29.8,1.81,7.5
CUST-007527,36,43757.95,1170.57,15,105.35,36,21.59,10,4,53.71,0.57,5.77
CUST-007528,30,43540.71,1032.67,14,108.23,37,18.63,13,2,62.39,4.49,6.61
CUST-007529,64,104676.18,2187.66,21,209.42,21,12.51,0,2,11.14,6.8,7.3
CUST-007530,51,53884.33,974.08,8,147.25,19,9.29,22,1,14.74,1.58,7.79
CUST-007531,48,74690.25,891.8,8,97.97,13,10.98,16,2,36.54,3.93,7.42
CUST-007532,51,67911.34,967.23,10,99.0,20,12.24,19,2,32.29,5.23,7.89
CUST-007533,40,112392.49,3387.48,15,199.27,32,12.97,26,0,20.52,7.78,7.99
CUST-007534,39,68054.22,934.43,9,180.46,14,5.14,16,2,17.91,4.43,8.96
CUST-007535,61,115674.09,2927.76,18,244.48,24,10.37,6,0,22.61,8.39,8.55
CUST-007536,49,48892.2,506.3,2,159.19,2,1.93,59,5,24.68,4.33,7.63
CUST-007537,27,121393.99,2449.03,22,162.73,20,15.05,14,2,13.28,5.91,7.57
CUST-007538,57,56791.63,453.35,8,133.82,7,3.64,85,5,31.93,6.25,4.82
CUST-007539,49,56026.8,875.51,10,133.23,5,13.84,37,1,30.29,4.43,7.15
CUST-007540,32,52428.17,1037.57,6,109.07,17,9.87,21,1,21.96,4.66,6.62
CUST-007541,72,52742.82,444.74,2,111.61,1,6.28,67,7,27.44,3.58,6.76
CUST-007542,50,85777.87,3566.54,13,165.09,26,13.35,21,0,15.83,5.52,9.14
CUST-007543,38,45287.95,1217.42,12,58.4,41,15.13,14,4,50.1,2.3,5.94
CUST-007544,58,55690.6,354.59,4,108.0,1,5.35,62,5,0.78,5.78,4.5
CUST-007545,26,59838.23,838.58,13,59.03,45,19.12,46,3,78.67,1.76,8.89
CUST-007546,49,142518.45,1591.42,16,163.64,28,16.7,33,0,32.26,6.46,9.81
CUST-007547,48,147742.52,2230.54,18,144.45,18,9.46,8,1,23.78,7.53,8.33
CUST-007548,45,59171.69,1019.81,6,122.79,7,13.76,12,1,52.6,3.05,8.86
CUST-007549,42,43883.22,854.49,3,121.44,19,10.74,16,2,18.82,4.95,8.11
CUST-007550,37,53431.56,698.37,11,91.31,21,8.51,8,1,32.62,2.87,8.21
CUST-007551,51,55783.6,391.27,2,80.56,5,8.87,68,5,35.79,3.17,4.65
CUST-007552,18,40896.29,1423.31,9,94.75,33,19.59,7,4,75.55,0.53,6.59
CUST-007553,37,59756.09,865.51,9,166.28,21,4.67,12,3,24.35,2.74,6.35
CUST-007554,40,46926.8,1116.61,10,69.14,18,10.59,30,2,35.28,4.69,6.4
CUST-007555,26,60533.84,1257.49,14,126.1,42,24.42,11,3,65.6,2.8,7.95
CUST-007556,59,62697.5,336.63,3,119.63,6,1.08,85,3,26.38,5.09,4.01
CUST-007557,34,56696.89,1084.43,9,175.89,25,8.28,27,1,25.79,2.4,5.74
CUST-007558,39,145565.41,2935.84,12,163.11,28,10.94,14,0,0.0,5.84,8.58
CUST-007559,57,36104.96,412.52,5,62.58,7,5.35,79,4,27.45,4.35,5.76
CUST-007560,69,43263.59,320.63,3,61.35,1,12.22,72,5,26.44,6.58,6.07
CUST-007561,47,58935.79,359.01,2,79.17,1,7.04,53,4,0.0,6.8,5.89
CUST-007562,40,61391.05,959.06,9,130.04,21,14.73,27,1,35.86,0.0,6.23
CUST-007563,44,55925.66,1010.49,8,112.82,13,10.26,18,0,47.28,4.96,8.04
CUST-007564,62,91229.93,3125.61,16,135.22,25,14.92,0,0,13.11,5.26,9.33
CUST-007565,55,56268.39,866.45,9,137.53,7,9.59,17,2,33.01,5.35,7.8
CUST-007566,51,52366.42,459.22,1,115.39,1,11.97,88,4,34.04,4.33,5.63
CUST-007567,45,60176.31,808.76,10,103.08,15,8.41,25,2,21.08,0.0,7.08
CUST-007568,36,54569.03,1275.48,11,43.51,40,21.76,15,5,76.68,1.57,5.82
CUST-007569,50,32707.81,454.45,4,115.9,6,3.18,71,4,37.03,7.4,5.2
CUST-007570,67,67091.17,385.73,3,84.78,6,2.19,58,4,17.19,3.31,6.8
CUST-007571,38,49154.58,1139.18,16,55.99,39,13.49,5,2,75.21,0.82,6.68
CUST-007572,51,53335.63,432.52,2,110.11,15,8.8,94,3,34.73,5.17,7.72
CUST-007573,47,68751.29,962.71,7,166.66,9,8.59,36,1,31.98,5.79,7.3
CUST-007574,39,152239.53,2607.07,15,206.15,19,8.86,8,1,0.0,6.12,8.62
CUST-007575,38,53134.45,716.97,8,120.25,14,5.04,18,3,35.26,1.15,9.51
CUST-007576,61,62635.27,374.94,3,83.01,10,6.54,47,6,36.92,6.23,5.1
CUST-007577,58,37253.33,472.43,3,111.22,1,2.79,66,4,32.27,7.72,5.47
CUST-007578,37,76941.29,783.11,9,85.82,11,13.83,35,3,48.74,4.47,7.17
CUST-007579,39,66830.81,871.58,7,152.49,18,6.34,44,1,33.61,4.05,8.35
CUST-007580,55,91763.97,2960.65,14,182.38,18,15.27,0,2,16.99,8.57,8.62
CUST-007581,44,54564.89,929.18,4,130.08,26,9.48,37,1,43.39,4.73,8.11
CUST-007582,59,55289.66,399.6,2,134.24,8,4.34,86,5,36.25,5.53,7.39
CUST-007583,39,55572.68,727.06,8,123.62,11,11.17,29,4,55.93,2.9,6.99
CUST-007584,21,46360.06,709.68,11,105.72,42,20.58,17,4,79.47,1.27,7.59
CUST-007585,37,50918.57,1237.89,15,28.61,24,17.04,0,5,89.89,2.36,5.17
CUST-007586,39,97297.14,2495.57,11,213.36,23,11.67,15,1,0.0,9.41,7.76
CUST-007587,39,74510.45,614.05,7,140.1,15,5.8,20,1,15.33,1.19,7.28
CUST-007588,39,45453.57,288.9,2,106.35,4,4.48,81,3,27.55,7.04,7.4
CUST-007589,39,40746.88,1033.16,14,107.27,42,11.82,0,4,71.03,2.24,6.55
CUST-007590,41,111737.89,2145.26,15,231.17,25,10.92,3,1,0.0,7.98,10.0
CUST-007591,52,101711.54,2250.54,16,177.33,24,13.92,7,2,0.0,4.75,9.52
CUST-007592,52,55123.45,377.08,1,102.25,7,13.44,71,6,27.05,7.39,5.09
CUST-007593,46,42611.14,358.64,2,67.3,11,1.0,77,4,47.01,4.71,5.63
CUST-007594,64,44494.9,413.77,5,98.65,13,3.11,62,5,18.13,3.69,5.78
CUST-007595,34,56035.44,1236.69,14,122.87,43,17.35,19,5,76.33,1.68,9.06
CUST-007596,66,67132.33,386.7,1,125.93,3,1.0,78,6,11.24,7.93,5.05
CUST-007597,46,75162.19,892.02,10,102.32,20,13.46,22,1,29.42,4.88,6.38
CUST-007598,35,49414.65,1362.1,13,102.84,34,10.16,22,1,70.63,0.03,7.91
CUST-007599,42,100003.99,3064.34,17,192.71,19,9.82,18,1,3.5,7.26,10.0
CUST-007600,27,40764.98,1104.43,11,111.06,47,19.5,18,3,90.24,3.81,8.66
CUST-007601,43,69397.41,484.06,6,137.9,3,6.04,57,6,17.27,1.91,4.77
CUST-007602,50,46448.0,433.96,5,62.06,13,5.99,84,4,41.5,2.97,5.88
CUST-007603,42,128315.34,2921.95,18,192.22,28,13.76,5,2,8.8,6.23,9.22
CUST-007604,29,44986.82,1623.04,7,107.24,27,17.95,25,4,60.23,2.84,6.22
CUST-007605,45,45716.36,333.15,4,162.35,9,3.46,54,3,14.26,3.08,5.14
CUST-007606,54,45704.22,527.96,6,92.48,1,5.94,79,3,11.49,7.88,5.04
CUST-007607,25,40394.51,1046.21,12,81.4,32,10.55,17,2,51.61,2.01,6.92
CUST-007608,50,33301.11,877.25,7,83.65,19,9.74,24,1,45.47,0.63,8.47
CUST-007609,41,107498.72,3346.49,19,182.7,26,12.14,21,2,26.02,5.16,8.67
CUST-007610,54,47080.17,418.52,6,107.78,6,3.82,65,4,27.46,6.98,5.36
CUST-007611,38,43896.46,1545.24,18,141.77,44,24.48,2,2,69.87,3.13,6.95
CUST-007612,31,56320.2,1202.83,12,98.01,40,16.72,9,4,59.92,0.0,5.66
CUST-007613,20,37667.57,1364.33,12,100.38,39,17.88,16,4,59.48,2.94,7.36
CUST-007614,56,73079.78,2947.91,17,157.21,21,10.79,6,2,11.74,9.84,7.47
CUST-007615,33,93094.22,2490.37,17,183.79,18,12.7,5,3,11.93,7.77,8.69
CUST-007616,66,59924.24,321.68,8,100.25,14,6.1,71,4,6.1,3.08,6.16
CUST-007617,56,51130.64,1028.53,10,124.91,12,9.84,3,4,62.79,4.37,7.37
CUST-007618,33,61819.29,1295.9,11,99.59,39,18.52,19,2,59.04,0.0,6.67
CUST-007619,26,43307.06,1499.5,17,53.61,44,16.16,11,2,58.36,4.27,6.2
CUST-007620,66,60717.47,468.45,1,150.19,7,2.36,67,4,26.61,5.41,5.53
CUST-007621,40,89563.34,2643.33,11,221.26,23,15.43,7,3,8.4,10.54,8.52
CUST-007622,18,41684.53,1305.11,12,113.17,32,14.91,3,3,74.11,0.0,7.75
CUST-007623,48,62013.39,710.72,9,92.94,17,6.95,18,0,39.63,3.56,8.28
CUST-007624,55,55555.12,650.71,9,143.63,10,6.4,21,4,26.45,5.02,7.34
CUST-007625,58,123131.25,3012.89,16,152.32,27,14.96,3,1,24.2,3.75,8.09
CUST-007626,43,60557.58,992.3,4,110.66,8,11.26,21,1,19.65,5.08,7.48
CUST-007627,59,52128.04,242.06,6,107.72,12,1.0,102,5,57.32,5.09,6.15
CUST-007628,58,41954.86,458.72,4,97.37,6,4.82,89,3,25.19,6.19,6.2
CUST-007629,45,61000.78,678.75,5,117.16,12,9.82,26,4,30.56,5.21,6.31
CUST-007630,59,62726.18,518.62,2,116.73,14,3.61,73,5,21.95,4.55,5.27
CUST-007631,50,101330.5,2040.37,20,188.22,19,9.43,0,0,2.96,6.94,8.27
CUST-007632,19,55009.12,880.3,15,61.19,43,15.81,5,5,53.99,4.09,6.68
CUST-007633,48,56095.86,460.01,1,94.03,8,1.69,79,5,31.42,5.51,5.91
CUST-007634,25,49131.4,1708.64,7,59.85,34,15.08,0,3,82.51,1.34,8.61
CUST-007635,57,71207.99,817.3,5,114.91,18,10.37,45,5,48.09,4.11,6.88
CUST-007636,35,74365.75,798.7,7,97.68,17,6.98,43,0,52.04,2.43,6.2
CUST-007637,51,127940.95,2732.77,17,185.89,24,10.56,0,1,24.16,8.55,7.83
CUST-007638,64,73547.96,415.24,1,66.07,4,1.0,71,4,31.98,2.44,3.84
CUST-007639,35,66793.82,1640.32,13,63.13,35,19.51,7,3,67.26,4.11,8.32
CUST-007640,60,88416.5,2442.21,17,161.18,21,17.65,38,0,7.93,5.0,8.19
CUST-007641,56,54385.95,939.29,13,120.18,20,7.38,22,3,47.73,1.34,7.78
CUST-007642,52,38849.72,374.98,4,98.8,12,6.63,59,3,40.21,6.24,6.68
CUST-007643,46,148681.82,2604.52,22,179.19,26,17.29,0,1,7.57,7.24,7.04
CUST-007644,41,55222.15,1180.6,14,97.29,42,15.27,21,2,80.49,2.87,6.53
CUST-007645,42,60282.91,1074.62,11,62.6,39,16.3,16,4,89.03,0.0,4.62
CUST-007646,40,48604.62,771.08,8,130.34,15,7.23,28,2,31.12,2.21,7.11
CUST-007647,47,68552.27,690.78,7,86.49,19,9.2,15,1,7.4,3.24,7.9
CUST-007648,52,102907.52,2556.79,17,198.74,23,15.22,0,2,21.1,3.79,8.39
CUST-007649,58,91488.74,2743.47,18,198.88,25,11.67,20,1,3.04,6.72,6.74
CUST-007650,31,47108.45,929.59,18,56.88,40,17.74,7,3,59.23,2.67,8.54
CUST-007651,70,61211.19,353.51,4,98.39,9,1.0,50,5,26.82,4.31,5.99
CUST-007652,30,79220.56,649.27,4,142.23,29,5.69,30,6,14.66,4.2,8.56
CUST-007653,44,142363.44,2957.07,14,143.0,21,11.6,11,3,11.54,7.22,10.0
CUST-007654,50,62504.45,851.34,4,103.93,27,6.9,38,1,44.93,5.85,6.97
CUST-007655,37,69051.12,1043.38,10,110.7,10,8.71,12,3,22.07,2.56,7.32
CUST-007656,41,37499.03,1063.36,12,95.83,33,14.28,4,3,48.51,3.88,7.72
CUST-007657,35,51611.47,1273.41,11,73.58,36,13.6,31,2,62.13,1.4,7.31
CUST-007658,26,41751.96,1514.66,20,138.01,38,12.94,0,4,68.56,2.28,7.3
CUST-007659,36,61840.89,1005.89,12,151.49,19,7.6,27,3,57.52,6.35,6.98
CUST-007660,39,42936.28,1548.25,16,105.71,35,14.83,10,4,58.26,0.0,8.45
CUST-007661,38,119355.8,2815.0,14,170.57,32,7.83,23,1,8.28,7.69,8.07
CUST-007662,56,62762.03,500.08,2,114.76,17,1.4,60,2,49.17,5.03,5.61
CUST-007663,35,55887.06,1305.99,16,82.02,32,22.48,12,1,32.17,0.0,6.34
CUST-007664,55,57862.83,278.23,2,78.21,9,7.45,89,6,11.47,5.29,5.53
CUST-007665,41,60949.73,1214.99,10,111.1,16,5.32,33,2,25.4,1.65,9.41
CUST-007666,44,133151.45,2785.38,19,134.6,31,17.53,0,2,6.52,6.39,7.48
CUST-007667,34,45200.96,1242.99,11,107.39,37,18.31,7,1,56.7,1.56,6.82
CUST-007668,60,146826.3,2985.98,20,162.7,27,14.04,15,0,18.94,6.24,7.41
CUST-007669,34,33126.46,1591.73,13,56.45,36,17.91,27,5,65.77,1.85,8.89
CUST-007670,35,84807.08,3424.84,16,191.92,31,7.27,26,2,0.27,6.06,8.54
CUST-007671,60,44747.19,491.83,3,73.92,4,6.47,63,4,23.67,2.05,5.27
CUST-007672,40,62112.46,1038.42,6,133.2,13,8.76,6,1,46.05,2.28,6.47
CUST-007673,55,61667.23,406.22,1,60.18,14,6.9,51,4,49.57,4.99,5.07
CUST-007674,36,105939.14,3052.82,21,207.52,26,12.68,0,1,0.0,8.55,8.68
CUST-007675,47,85611.8,2785.36,15,186.02,24,16.04,0,1,28.39,7.37,8.47
CUST-007676,59,90513.14,1889.84,16,194.39,25,16.73,30,0,25.69,8.25,9.12
CUST-007677,38,56735.68,879.97,10,69.69,18,6.22,32,2,43.01,5.97,4.81
CUST-007678,49,54984.69,371.8,1,97.49,1,8.78,64,3,41.36,2.72,4.57
CUST-007679,54,59204.99,350.03,1,92.28,6,3.75,70,5,27.43,5.6,6.14
CUST-007680,57,50915.61,438.07,5,77.19,1,6.91,62,5,9.51,3.73,6.06
CUST-007681,52,58971.38,489.18,3,89.44,5,3.95,80,4,21.41,7.48,7.36
CUST-007682,30,38283.07,1098.54,12,91.21,46,22.47,17,0,52.89,0.0,8.23
CUST-007683,39,76813.6,3615.78,15,178.3,25,15.01,0,0,35.21,5.05,8.33
CUST-007684,69,71024.21,467.34,2,103.36,2,7.03,78,2,63.44,6.21,5.13
CUST-007685,54,62528.72,880.55,7,132.97,23,8.5,27,1,31.29,5.22,8.49
CUST-007686,54,53109.32,416.86,2,115.25,8,6.48,57,5,19.82,4.31,4.93
CUST-007687,43,111966.09,2450.98,15,210.37,28,14.82,24,1,21.03,7.02,6.6
CUST-007688,36,44941.86,1280.22,12,83.57,51,10.55,25,5,45.18,0.81,7.57
CUST-007689,45,102198.75,2996.97,11,193.99,28,16.33,16,2,18.13,3.83,8.02
CUST-007690,46,109797.36,2185.24,15,191.5,25,10.38,18,1,0.0,7.23,9.05
CUST-007691,35,63468.69,697.68,6,117.9,22,10.47,15,3,33.27,5.88,7.75
CUST-007692,39,115020.0,2577.88,12,183.06,36,11.37,0,0,46.19,5.08,9.71
CUST-007693,42,121286.62,2562.18,14,150.89,30,16.99,14,0,16.8,6.61,8.95
CUST-007694,41,56028.52,797.51,8,146.87,24,10.44,28,1,31.64,4.06,8.47
CUST-007695,40,54319.69,876.86,10,127.06,17,9.07,18,2,29.21,2.58,6.84
CUST-007696,29,52012.29,1269.86,13,94.08,32,11.94,0,4,88.77,1.44,7.55
CUST-007697,36,85332.53,2590.89,19,176.34,16,11.57,0,1,6.67,8.92,7.53
CUST-007698,48,71296.51,287.93,6,72.44,2,7.66,70,3,21.13,2.12,4.3
CUST-007699,44,52929.04,1174.9,6,80.88,14,7.27,19,1,36.59,3.5,8.6
CUST-007700,47,42147.91,1203.12,18,41.92,46,20.05,0,2,90.73,2.75,6.37
CUST-007701,34,42517.3,951.76,10,124.24,15,10.02,22,3,15.69,1.65,6.77
CUST-007702,36,147599.08,2361.56,16,196.8,20,8.31,0,0,20.75,5.23,8.34
CUST-007703,30,45651.53,1682.67,14,88.69,44,19.36,0,5,55.19,2.07,5.98
CUST-007704,32,39582.9,1247.87,15,54.53,33,13.54,32,3,64.74,0.26,6.32
CUST-007705,32,125997.15,2040.51,16,183.04,35,8.89,11,0,0.0,11.51,7.44
CUST-007706,48,113802.77,2758.7,24,181.01,23,14.05,10,2,30.55,7.01,9.09
CUST-007707,53,61759.71,1090.22,7,120.25,9,6.05,43,2,33.61,6.32,8.15
CUST-007708,47,106017.7,2945.85,17,182.61,35,10.68,15,1,11.29,6.31,8.81
CUST-007709,42,99042.23,1361.36,18,183.11,28,9.89,13,1,20.42,6.2,7.61
CUST-007710,33,46126.62,1189.61,11,78.73,44,20.45,16,3,49.92,5.46,9.14
CUST-007711,40,108708.31,2794.59,17,160.46,25,14.47,0,1,28.92,9.13,9.17
CUST-007712,35,46133.11,1184.88,13,64.51,37,18.23,32,5,91.16,0.0,8.42
CUST-007713,50,103295.17,2440.86,13,174.62,28,9.56,0,1,36.98,2.99,9.07
CUST-007714,45,67926.1,470.77,6,96.52,7,14.66,33,3,43.98,1.11,5.89
CUST-007715,51,49117.15,974.67,6,88.08,14,5.38,0,2,64.53,5.23,6.28
CUST-007716,37,59767.37,906.57,6,140.4,12,9.31,45,2,60.55,4.74,6.96
CUST-007717,46,102176.32,1714.5,8,151.86,13,9.89,24,0,37.5,5.97,9.37
